"THE PROMENADE, 530 East 76th Street, 35G - Upper East Side, New York",19000,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,Approximate Exterior Sq. Ft: 71
"1214 Fifth Avenue, 50CD - Upper East Side, New York",18795,"Rental, Doorman",4 Beds | 4 Baths,"Approximate Sq. Feet: 2,637"
"456 Washington Street, 10L - TriBeCa, New York",18220,Rental,3 Beds | 3 Baths,Listing ID: 3858467
"53 GREENE Street, 4 - SoHo - Nolita, New York",18000,Condo,2 Beds | 3 Baths,"Approximate Sq. Feet: 2,771"
"177 East 75th Street, 6AB - Upper East Side, New York",18000,"Rental, Doorman",4 Beds | 4 Baths,"Approximate Sq. Feet: 2,700"
"425 East 58th Street, 29E - Upper East Side, New York",18000,"Cooperative, Doorman",3 Beds | 4 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,800"
"237 East 32nd Street - Kips Bay, New York",18000,Multi-Family,5 Beds | 2 Baths,"Approximate Sq. Feet: 4,320"
"54 Thompson Street, 6W - SoHo - Nolita, New York",18000,"Condo, Doorman",Loft | 3 Beds | 2 Baths | 1 Half Bath,Listing ID: 3891910
"111 Murray Street, 35A - TriBeCa, New York",18000,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,939"
"423 West Street, 5/6LOFT - West Village - Meatpacking District, New York",17995,"Rental, Doorman",Loft | 3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,750"
"150 Charles Street, 3CS - West Village - Meatpacking District, New York",17995,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,631"
"46 Lispenard Street, 1E - TriBeCa, New York",17950,Condo,Loft | 5 Beds | 4 Baths,"Approximate Sq. Feet: 3,185"
"Windermere, 666 West End Avenue, 14DEG - Upper West Side, New York",17850,"Rental, Doorman",4 Beds | 4 Baths | 1 Half Bath,Listing ID: 3876377
"The Easton, 205 East 92nd Street, 32C - Upper East Side, New York",17725,"Rental, Doorman",3 Beds | 4 Baths,"Approximate Sq. Feet: 1,973"
"300 East 79th Street, 11B - Upper East Side, New York",17500,"Condo, Doorman",4 Beds | 4 Baths | 1 Half Bath,Listing ID: 3417849
"111 Murray Street, 33A - TriBeCa, New York",17500,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,939"
"The Strathmore, 400 East 84th Street, 36C - Upper East Side, New York",17420,"Rental, Doorman",4 Beds | 4 Baths,"Approximate Sq. Feet: 2,406"
"One Hundred Barclay Tribeca, 100 Barclay Street, 17C - TriBeCa, New York",17000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,983"
"15 Hudson Yards, 67C - Chelsea, New York",17000,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,877"
"RIVER LOFTS, 92 Laight Street, 10D - TriBeCa, New York",16995,"Condo, Doorman",Loft | 3 Beds | 3 Baths,"Approximate Sq. Feet: 2,128 | Approximate Exterior Sq. Ft: 60"
"1474 Third Avenue, 17 - Upper East Side, New York",16950,"Condo, Doorman",4 Beds | 4 Baths,"Approximate Sq. Feet: 3,300"
"156 East 82nd Street - Upper East Side, New York",16500,Single Family Townhouse,4 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,160"
"207 East 57th Street, 29A - Midtown, New York",16500,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,795"
"1 Central Park West, 25G - Upper West Side, New York",16500,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,767"
"985 Fifth Avenue, 21A - Upper East Side, New York",16250,"Rental, Doorman",2 Beds | 3 Baths,Listing ID: 3883543
