Address,Neighborhood,Price,Beds,Baths,Boro,Agency
"490 Ocean Parkway, Unit 6C",Kensington,2445,3 Beds,1 Bath,Brooklyn,Compass
851 Madison Street,Bedford-Stuyvesant,2199,1 Bed,1 Bath,Brooklyn,Compass
"309 Gold Street, Unit 16A",Downtown Brooklyn,3150,1 Bed,1 Bath,Brooklyn,Compass
"250 North 10th, Unit 540",Williamsburg,2983,1 Bed,1 Bath,Brooklyn,Compass
"535 Carlton Avenue, Unit 803",Prospect Heights,2686,2 Beds,1 Bath,Brooklyn,Compass
"83 East 94st, Unit 1",Brownsville,2039,2 Beds,1 Bath,Brooklyn,Compass
"1668 10th Avenue, Unit 2",Windsor Terrace,2950,2 Beds,1 Bath,Brooklyn,Compass
"360 Furman Street, Unit 1216",Brooklyn Heights,45000,5 Beds,5 Baths,Brooklyn,Compass
"1816 Sterling Place, Unit B",Crown Heights,2600,3 Beds,3 Baths,Brooklyn,Compass
"436 East 34th Street, Unit A1",East Flatbush,2039,2 Beds,1 Bath,Brooklyn,Compass
"192 Monroe Street, Unit 2B",Bedford-Stuyvesant,2399,3 Beds,2 Baths,Brooklyn,Compass
"222 Washington Road, Unit 1A",Dyker Heights,3499,3 Beds,2 Baths,Brooklyn,Compass
"237 Duffield Street, Unit 9A",Downtown Brooklyn,2900,1 Bed,1 Bath,Brooklyn,Compass
"309 Gold Street, Unit 10G",Downtown Brooklyn,3050,1 Bed,1 Bath,Brooklyn,Compass
"9201 Shore Road, Unit A708",Bay Ridge,1975,1 Bed,1 Bath,Brooklyn,Compass
"1393 East 93rd Street, Unit 1",Canarsie,2300,3 Beds,1 Bath,Brooklyn,Compass
"235 Troy Avenuve, Unit 1",Crown Heights,2700,3 Beds,1 Bath,Brooklyn,Compass
"1 Blue Slip, Unit 25G",Greenpoint,7869,3 Beds,2 Baths,Brooklyn,Compass
"353 Ocean Avenue, Unit 4A",Prospect Lefferts Gardens,3200,2 Beds,2 Baths,Brooklyn,Compass
165 Nassau Avenue,Greenpoint,2000,Studio,1 Bath,Brooklyn,Compass
"10 Montieth Street, Unit 662",Bushwick,2485,1 Bed,1 Bath,Brooklyn,Compass
348 13th Street,South Slope,18000,Studio,3 Baths,Brooklyn,Compass
"118 Prospect Park Southwest, Unit 7",Windsor Terrace,2450,1 Bed,1 Bath,Brooklyn,Compass
120 Union Street,Columbia Street Waterfront,3500,Studio,1.5 Baths,Brooklyn,Compass
"47 South Elliott Place, Unit 4C",Fort Greene,2360,1 Bed,1 Bath,Brooklyn,Compass
"50 Bridge Street, Unit 318",DUMBO,4600,1 Bed,1 Bath,Brooklyn,Compass
"346 22nd Street, Unit 1F",Greenwood Heights,2400,1 Bed,1.5 Baths,Brooklyn,Compass
"1644 Ave O, Unit 2C",Manhattan Terrace,2300,3 Beds,1 Bath,Brooklyn,Compass
"1629 St Johns Place, Unit 1F",Crown Heights,2250,1 Bed,1.5 Baths,Brooklyn,Compass
"451 Kings Highway, Unit 2",Gravesend,1500,1 Bed,1 Bath,Brooklyn,Compass
"2330 Ocean Avenue, Unit 4H",Homecrest,1650,Studio,1 Bath,Brooklyn,Compass
"2330 Ocean Avenue, Unit 2H",Homecrest,1650,Studio,1 Bath,Brooklyn,Compass
"220 North 10th Street, Unit 4B",Williamsburg,2769,1 Bed,1 Bath,Brooklyn,Compass
"978 Montgomery, Unit 2F",Crown Heights,2000,2 Beds,1 Bath,Brooklyn,Compass
"409 Eastern Parkway, Unit 316",Crown Heights,2955,1 Bed,1 Bath,Brooklyn,Compass
"409 Eastern Parkway, Unit 316",Crown Heights,3224,1 Bed,1 Bath,Brooklyn,Compass
"89 Verona, Unit 1",Red Hook,2500,2 Beds,1 Bath,Brooklyn,Compass
"1-2271 Ryder Street, Unit 1",Marine Park,3000,3 Beds,1.5 Baths,Brooklyn,Compass
"3094 Brighton 5th Street, Unit D7",Brighton Beach,1750,1 Bed,1 Bath,Brooklyn,Compass
"1280 Herkimer Street, Unit 1",Bedford-Stuyvesant,2200,2 Beds,1 Bath,Brooklyn,Compass
"728 Lorimer Street, Unit 1R",Williamsburg,2595,1 Bed,1 Bath,Brooklyn,Compass
"282 East 2nd Street, Unit 3F",Kensington,2000,2 Beds,1 Bath,Brooklyn,Compass
"380 94th Street, Unit 4R",Bay Ridge,1975,2 Beds,1 Bath,Brooklyn,Compass
"18 71st Street, Unit 1",Bay Ridge,2700,2 Beds,1 Bath,Brooklyn,Compass
625 Ovington Avenue,Bay Ridge,2250,Studio,1 Bath,Brooklyn,Compass
"263 Clifton Place, Unit 1L",Bedford-Stuyvesant,3800,4 Beds,1.5 Baths,Brooklyn,Compass
"232 Van Buren Street, Unit 3",Bedford-Stuyvesant,1950,1 Bed,1 Bath,Brooklyn,Compass
"1159 President Street, Unit 4A",Crown Heights,3364,4 Beds,2 Baths,Brooklyn,Compass
"622 Ocean Parkway, Unit A4",Kensington,2500,3 Beds,1 Bath,Brooklyn,Compass
"939 Sterling Place, Unit A4",Crown Heights,1850,1 Bed,1 Bath,Brooklyn,Compass
480 Linden Boulevard,East Flatbush,3300,4 Beds,2.5 Baths,Brooklyn,Compass
"1272 Park Place, Unit 1",Crown Heights,2600,3 Beds,1 Bath,Brooklyn,Compass
"3518 12th Avenue, Unit 2A",Kensington,1700,1 Bed,1 Bath,Brooklyn,Compass
584 Albany Avenue,Wingate,1500,Studio,1.5 Baths,Brooklyn,Compass
"255 Bleecker Street, Unit 3",Bushwick,2800,3 Beds,1 Bath,Brooklyn,Compass
"1001 Lincoln Place, Unit 2B",Crown Heights,2200,2 Beds,1 Bath,Brooklyn,Compass
"8312 5th Avenue, Unit 3R",Bay Ridge,1800,1 Bed,1 Bath,Brooklyn,Compass
"33 Linden Boulevard, Unit E9",Flatbush,1475,Studio,1 Bath,Brooklyn,Compass
161 Court Street,Cobble Hill,6417,3 Beds,2.5 Baths,Brooklyn,Compass
"1001 Lincoln Place, Unit 1C",Crown Heights,2500,2 Beds,1 Bath,Brooklyn,Compass
"199 Sterling Street, Unit 2",Prospect Lefferts Gardens,2475,3 Beds,1 Bath,Brooklyn,Compass
"341 Marshall Drive, Unit A",Dyker Heights,3599,3 Beds,2 Baths,Brooklyn,Compass
"1 Blue, Unit 25G",Greenpoint,7869,3 Beds,2 Baths,Brooklyn,Compass
"1 Blue, Unit 21N",Greenpoint,3296,1 Bed,1 Bath,Brooklyn,Compass
"1 Blue, Unit 19K",Greenpoint,2854,Studio,1 Bath,Brooklyn,Compass
"1 Blue, Unit 18R",Greenpoint,3120,Studio,1 Bath,Brooklyn,Compass
"1 Blue, Unit 8D",Greenpoint,5366,2 Beds,2 Baths,Brooklyn,Compass
"1 Blue, Unit 7P",Greenpoint,3441,1 Bed,1 Bath,Brooklyn,Compass
"1 Blue, Unit 5B",Greenpoint,5871,2 Beds,2 Baths,Brooklyn,Compass
"8840 Fort Hamilton Parkway, Unit 1",Bay Ridge,2300,3 Beds,1 Bath,Brooklyn,Compass
"436 42nd Street, Unit 2",Sunset Park,2050,2 Beds,1 Bath,Brooklyn,Compass
"1 Main Street, Unit PH",DUMBO,19700,3 Beds,3.5 Baths,Brooklyn,Compass
"1970 85th Street, Unit B4",Bensonhurst,2200,1 Bed,1 Bath,Brooklyn,Compass
"1635 Prospect Place, Unit 2",Weeksville,1899,2 Beds,1 Bath,Brooklyn,Compass
"490 Ocean Parkway, Unit 51",Kensington,2525,2 Beds,1 Bath,Brooklyn,Compass
"3765 18th Avenue, Unit A9",Kensington,1950,2 Beds,1 Bath,Brooklyn,Compass
"3518 12th Avenue, Unit 2A",Kensington,1700,1 Bed,1 Bath,Brooklyn,Compass
584 Albany Avenue,Wingate,1500,Studio,1.5 Baths,Brooklyn,Compass
"255 Bleecker Street, Unit 3",Bushwick,2800,3 Beds,1 Bath,Brooklyn,Compass
"1001 Lincoln Place, Unit 2B",Crown Heights,2200,2 Beds,1 Bath,Brooklyn,Compass
"8312 5th Avenue, Unit 3R",Bay Ridge,1800,1 Bed,1 Bath,Brooklyn,Compass
"33 Linden Boulevard, Unit E9",Flatbush,1475,Studio,1 Bath,Brooklyn,Compass
161 Court Street,Cobble Hill,6417,3 Beds,2.5 Baths,Brooklyn,Compass
"1001 Lincoln Place, Unit 1C",Crown Heights,2500,2 Beds,1 Bath,Brooklyn,Compass
"199 Sterling Street, Unit 2",Prospect Lefferts Gardens,2475,3 Beds,1 Bath,Brooklyn,Compass
"341 Marshall Drive, Unit A",Dyker Heights,3599,3 Beds,2 Baths,Brooklyn,Compass
"1 Blue, Unit 25G",Greenpoint,7869,3 Beds,2 Baths,Brooklyn,Compass
"1 Blue, Unit 21N",Greenpoint,3296,1 Bed,1 Bath,Brooklyn,Compass
"1 Blue, Unit 19K",Greenpoint,2854,Studio,1 Bath,Brooklyn,Compass
"1 Blue, Unit 18R",Greenpoint,3120,Studio,1 Bath,Brooklyn,Compass
"1 Blue, Unit 8D",Greenpoint,5366,2 Beds,2 Baths,Brooklyn,Compass
"1 Blue, Unit 7P",Greenpoint,3441,1 Bed,1 Bath,Brooklyn,Compass
"1 Blue, Unit 5B",Greenpoint,5871,2 Beds,2 Baths,Brooklyn,Compass
"8840 Fort Hamilton Parkway, Unit 1",Bay Ridge,2300,3 Beds,1 Bath,Brooklyn,Compass
"436 42nd Street, Unit 2",Sunset Park,2050,2 Beds,1 Bath,Brooklyn,Compass
"1 Main Street, Unit PH",DUMBO,19700,3 Beds,3.5 Baths,Brooklyn,Compass
"1970 85th Street, Unit B4",Bensonhurst,2200,1 Bed,1 Bath,Brooklyn,Compass
"1635 Prospect Place, Unit 2",Weeksville,1899,2 Beds,1 Bath,Brooklyn,Compass
"490 Ocean Parkway, Unit 51",Kensington,2525,2 Beds,1 Bath,Brooklyn,Compass
"3765 18th Avenue, Unit A9",Kensington,1950,2 Beds,1 Bath,Brooklyn,Compass
"622 Ocean Parkway, Unit D2",Kensington,2000,2 Beds,1 Bath,Brooklyn,Compass
"2010 Ocean Avenue, Unit B10",Manhattan Terrace,1600,1 Bed,1 Bath,Brooklyn,Compass
"490 Ocean Parkway, Unit 25",Kensington,2200,2 Beds,1 Bath,Brooklyn,Compass
"490 Ocean Parkway, Unit 14",Kensington,1700,1 Bed,1 Bath,Brooklyn,Compass
"409 Eastern Parkway, Unit 202",Crown Heights,3120,1 Bed,1 Bath,Brooklyn,Compass
"409 Eastern Parkway, Unit 202",Crown Heights,3404,1 Bed,1 Bath,Brooklyn,Compass
1998 Fulton Street,Bedford-Stuyvesant,2750,Studio,1 Bath,Brooklyn,Compass
"321 Wythe Avenue, Unit 1901",Williamsburg,3750,1 Bed,1 Bath,Brooklyn,Compass
"321 Wythe Avenue, Unit 1503",Williamsburg,4188,2 Beds,1 Bath,Brooklyn,Compass
"146 Meserole Street, Unit 4F",East Williamsburg,3600,3 Beds,1 Bath,Brooklyn,Compass
"146 Meserole Street, Unit 4H",East Williamsburg,3000,2 Beds,1 Bath,Brooklyn,Compass
"146 Meserole Street, Unit 3G",East Williamsburg,2900,2 Beds,1 Bath,Brooklyn,Compass
"17 Monitor Street, Unit 3A",Williamsburg,4025,3 Beds,1 Bath,Brooklyn,Compass
"17 Monitor Street, Unit 3K",Williamsburg,2205,Studio,1 Bath,Brooklyn,Compass
"17 Monitor Street, Unit 2E",Williamsburg,3070,2 Beds,1 Bath,Brooklyn,Compass
"17 Monitor Street, Unit 5H",Williamsburg,5200,4 Beds,2 Baths,Brooklyn,Compass
"17 Monitor Street, Unit 4B",Williamsburg,2685,1 Bed,1 Bath,Brooklyn,Compass
"17 Monitor Street, Unit 1H",Williamsburg,3258,2 Beds,1 Bath,Brooklyn,Compass
"17 Monitor Street, Unit 2L",Williamsburg,3070,2 Beds,1 Bath,Brooklyn,Compass
"17 Monitor Street, Unit 5I",Williamsburg,3850,2 Beds,2 Baths,Brooklyn,Compass
"17 Monitor Street, Unit 1E",Williamsburg,4325,3 Beds,1.5 Baths,Brooklyn,Compass
"321 Wythe Avenue, Unit 801",Williamsburg,2958,1 Bed,1 Bath,Brooklyn,Compass
"321 Wythe Avenue, Unit 1509",Williamsburg,2958,1 Bed,1 Bath,Brooklyn,Compass
"321 Wythe Avenue, Unit 707",Williamsburg,3895,2 Beds,1 Bath,Brooklyn,Compass
"513 10th Street, Unit 0",South Slope,3500,1 Bed,1 Bath,Brooklyn,Compass
"2130 83rd Street, Unit 2",Bensonhurst,2200,2 Beds,2 Baths,Brooklyn,Compass
"1 Blue Slip, Unit 9H",Greenpoint,8087,2 Beds,2 Baths,Brooklyn,Compass
"618 Marlborough Road, Unit 1",Ditmas Park,2700,2 Beds,1 Bath,Brooklyn,Compass
"343 4th Avenue, Unit 11B",Central Slope,5575,3 Beds,2 Baths,Brooklyn,Compass
"199 State Street, Unit 7A",Downtown Brooklyn,2900,Studio,1 Bath,Brooklyn,Compass
"176 North 8th Street, Unit 2",Williamsburg,2495,1 Bed,1 Bath,Brooklyn,Compass
"1196 Broadway, Unit 1",Bedford-Stuyvesant,1800,1 Bed,1 Bath,Brooklyn,Compass
"1562 Bay Ridge Avenue, Unit 1",Bensonhurst,1580,1 Bed,1 Bath,Brooklyn,Compass
"70 Remsen Street, Unit 2J",Brooklyn Heights,2100,Studio,1 Bath,Brooklyn,Compass
"767 Hart Street, Unit 3R",Bushwick,2994,2 Beds,2 Baths,Brooklyn,Compass
"106 Montague Street, Unit 2",Brooklyn Heights,8000,Studio,1 Bath,Brooklyn,Compass
"630 Union Street, Unit 4D",North Slope,2400,1 Bed,1 Bath,Brooklyn,Compass
"1535 Flatbush Avenue, Unit 2",Flatbush,2850,3 Beds,2 Baths,Brooklyn,Compass
"70 Berry Street, Unit 3D",Williamsburg,3500,1 Bed,1 Bath,Brooklyn,Compass
"1515 62nd Street, Unit 2",Borough Park,1800,2 Beds,1 Bath,Brooklyn,Compass
211 North 11th Street,Williamsburg,15995,Studio,1.5 Baths,Brooklyn,Compass
"408 Franklin Avenue, Unit 1",Clinton Hill,6495,3 Beds,3.5 Baths,Brooklyn,Compass
"408 Franklin Avenue, Unit 2",Clinton Hill,5200,3 Beds,2.5 Baths,Brooklyn,Compass
"743 Warwick Street, Unit 2",New Lots,2000,2 Beds,1 Bath,Brooklyn,Compass
"1254 Union Street, Unit 2G",Crown Heights,3200,3 Beds,1.5 Baths,Brooklyn,Compass
"282 South 5th Street, Unit 8D",Williamsburg,2725,Studio,1 Bath,Brooklyn,Compass
"1139 East 99th Street, Unit 1F",Canarsie,2500,3 Beds,2 Baths,Brooklyn,Compass
"513 10th Street, Unit 0",South Slope,3500,1 Bed,1 Bath,Brooklyn,Compass
"2130 83rd Street, Unit 2",Bensonhurst,2200,2 Beds,2 Baths,Brooklyn,Compass
"1 Blue Slip, Unit 9H",Greenpoint,8087,2 Beds,2 Baths,Brooklyn,Compass
"618 Marlborough Road, Unit 1",Ditmas Park,2700,2 Beds,1 Bath,Brooklyn,Compass
"343 4th Avenue, Unit 11B",Central Slope,5575,3 Beds,2 Baths,Brooklyn,Compass
"199 State Street, Unit 7A",Downtown Brooklyn,2900,Studio,1 Bath,Brooklyn,Compass
"176 North 8th Street, Unit 2",Williamsburg,2495,1 Bed,1 Bath,Brooklyn,Compass
"1196 Broadway, Unit 1",Bedford-Stuyvesant,1800,1 Bed,1 Bath,Brooklyn,Compass
"1562 Bay Ridge Avenue, Unit 1",Bensonhurst,1580,1 Bed,1 Bath,Brooklyn,Compass
"70 Remsen Street, Unit 2J",Brooklyn Heights,2100,Studio,1 Bath,Brooklyn,Compass
"767 Hart Street, Unit 3R",Bushwick,2994,2 Beds,2 Baths,Brooklyn,Compass
"106 Montague Street, Unit 2",Brooklyn Heights,8000,Studio,1 Bath,Brooklyn,Compass
"630 Union Street, Unit 4D",North Slope,2400,1 Bed,1 Bath,Brooklyn,Compass
"1535 Flatbush Avenue, Unit 2",Flatbush,2850,3 Beds,2 Baths,Brooklyn,Compass
"70 Berry Street, Unit 3D",Williamsburg,3500,1 Bed,1 Bath,Brooklyn,Compass
"1515 62nd Street, Unit 2",Borough Park,1800,2 Beds,1 Bath,Brooklyn,Compass
211 North 11th Street,Williamsburg,15995,Studio,1.5 Baths,Brooklyn,Compass
"408 Franklin Avenue, Unit 1",Clinton Hill,6495,3 Beds,3.5 Baths,Brooklyn,Compass
"408 Franklin Avenue, Unit 2",Clinton Hill,5200,3 Beds,2.5 Baths,Brooklyn,Compass
"743 Warwick Street, Unit 2",New Lots,2000,2 Beds,1 Bath,Brooklyn,Compass
"1254 Union Street, Unit 2G",Crown Heights,3200,3 Beds,1.5 Baths,Brooklyn,Compass
"282 South 5th Street, Unit 8D",Williamsburg,2725,Studio,1 Bath,Brooklyn,Compass
"1139 East 99th Street, Unit 1F",Canarsie,2500,3 Beds,2 Baths,Brooklyn,Compass
"781 Green Avenue, Unit 2F",Bedford-Stuyvesant,2000,1 Bed,1 Bath,Brooklyn,Compass
"1582 73rd Street, Unit 2",Bensonhurst,2200,3 Beds,1 Bath,Brooklyn,Compass
"1254 Union Street, Unit 1A",Crown Heights,2350,2 Beds,1 Bath,Brooklyn,Compass
"38 Greene Avenue, Unit 1",Fort Greene,3900,3 Beds,1 Bath,Brooklyn,Compass
"468 State Street, Unit 1F",Boerum Hill,2200,1 Bed,1 Bath,Brooklyn,Compass
"215 Bay 10th Street, Unit 2",Bath Beach,2900,2 Beds,1 Bath,Brooklyn,Compass
557 Carroll Street,North Slope,6000,Studio,1 Bath,Brooklyn,Compass
"398 Pacific Street, Unit 1",Boerum Hill,6500,4 Beds,2 Baths,Brooklyn,Compass
1047 Bedford Avenue,Bedford-Stuyvesant,2300,1 Bed,1 Bath,Brooklyn,Compass
"180 Montague Street, Unit 29E",Brooklyn Heights,5375,2 Beds,2 Baths,Brooklyn,Compass
487 Clinton Avenue,Clinton Hill,1995,Studio,1 Bath,Brooklyn,Compass
487 Clinton Avenue,Clinton Hill,1995,Studio,1 Bath,Brooklyn,Compass
"178 Clinton Street, Unit 4R",Brooklyn Heights,2500,Studio,1 Bath,Brooklyn,Compass
"381 Macon Street, Unit 3",Bedford-Stuyvesant,2250,2 Beds,1 Bath,Brooklyn,Compass
"313 East 28th, Unit 4",Flatbush,1750,1 Bed,1 Bath,Brooklyn,Compass
"313 East 28th, Unit 3",Flatbush,1750,1 Bed,1 Bath,Brooklyn,Compass
"120 Dean Street, Unit 1",Boerum Hill,2900,2 Beds,1 Bath,Brooklyn,Compass
356 Bedford Avenue,Williamsburg,15000,Studio,1 Bath,Brooklyn,Compass
356 Bedford Avenue,Williamsburg,9500,Studio,1 Bath,Brooklyn,Compass
356 Bedford Avenue,Williamsburg,29500,Studio,1 Bath,Brooklyn,Compass
"325 Kent Avenue, Unit 1507",Williamsburg,3785,1 Bed,1 Bath,Brooklyn,Compass
"325 Kent Avenue, Unit 1456",Williamsburg,3855,1 Bed,1 Bath,Brooklyn,Compass
"29 Willow Street, Unit 3R",Brooklyn Heights,6200,2 Beds,1 Bath,Brooklyn,Compass
"1738 Pacific Street, Unit 3A",Weeksville,1950,2 Beds,1 Bath,Brooklyn,Compass
"846 St John's Place, Unit 4",Crown Heights,3800,4 Beds,1 Bath,Brooklyn,Compass
"341 10th Street, Unit 16A",South Slope,3895,3 Beds,2 Baths,Brooklyn,Compass
"341 10th Street, Unit 11A",South Slope,3895,3 Beds,2 Baths,Brooklyn,Compass
"225 Schermerhorn Street, Unit 17E",Downtown Brooklyn,3195,1 Bed,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 7H",Downtown Brooklyn,2515,Studio,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 15J",Downtown Brooklyn,4350,2 Beds,2 Baths,Brooklyn,Compass
"225 Schermerhorn Street, Unit 14J",Downtown Brooklyn,4575,2 Beds,2 Baths,Brooklyn,Compass
"225 Schermerhorn Street, Unit 6L",Downtown Brooklyn,3095,1 Bed,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 16L",Downtown Brooklyn,3425,1 Bed,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 16D",Downtown Brooklyn,2995,1 Bed,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 12D",Downtown Brooklyn,3045,1 Bed,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 7E",Downtown Brooklyn,2970,Studio,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 10M",Downtown Brooklyn,2490,Studio,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 11K",Downtown Brooklyn,2495,Studio,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 14N",Downtown Brooklyn,2495,Studio,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 5D",Downtown Brooklyn,2795,1 Bed,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 16N",Downtown Brooklyn,2505,Studio,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 12F",Downtown Brooklyn,3960,2 Beds,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 10K",Downtown Brooklyn,2395,Studio,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 14M",Downtown Brooklyn,2495,Studio,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 4J",Downtown Brooklyn,3995,2 Beds,2 Baths,Brooklyn,Compass
"225 Schermerhorn Street, Unit 27D",Downtown Brooklyn,2625,Studio,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 12L",Downtown Brooklyn,3305,1 Bed,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 15D",Downtown Brooklyn,3175,1 Bed,1 Bath,Brooklyn,Compass
"225 Schermerhorn Street, Unit 16G",Downtown Brooklyn,4395,2 Beds,2 Baths,Brooklyn,Compass
"713 Knickerbocker Avenue, Unit 3",Bushwick,4950,4 Beds,2 Baths,Brooklyn,Compass
"29 Willow Street, Unit 2R",Brooklyn Heights,6200,2 Beds,1 Bath,Brooklyn,Compass
"11 Montgomery Place, Unit 3",North Slope,4995,2 Beds,2 Baths,Brooklyn,Compass
"233 Schermerhorn Street, Unit 10C",Downtown Brooklyn,2850,1 Bed,1 Bath,Brooklyn,Compass
"14 Schermerhorn Street, Unit 3",Brooklyn Heights,3500,1 Bed,1 Bath,Brooklyn,Compass
"29 Willow Street, Unit 1L",Brooklyn Heights,6200,2 Beds,1 Bath,Brooklyn,Compass
"365 Union Avenue, Unit 1A",East Williamsburg,4500,2 Beds,1.5 Baths,Brooklyn,Compass
"1849 Atlantic Avenue, Unit 3R",Bedford-Stuyvesant,2300,3 Beds,2 Baths,Brooklyn,Compass
"806 Herkimer Street, Unit 2",Bedford-Stuyvesant,3450,3 Beds,2 Baths,Brooklyn,Compass
50 North 5th Street,Williamsburg,5495,2 Beds,2 Baths,Brooklyn,Compass
50 North 5th Street,Williamsburg,5425,2 Beds,2 Baths,Brooklyn,Compass
"331 South 1st Street, Unit 1",East Williamsburg,4650,3 Beds,1 Bath,Brooklyn,Compass
50 North 5th Street,Williamsburg,4295,1 Bed,2 Baths,Brooklyn,Compass
"570 St Johns Place, Unit 223",Crown Heights,3250,1 Bed,1 Bath,Brooklyn,Compass
"542 St Marks Avenue, Unit 103",Crown Heights,2750,1 Bed,1 Bath,Brooklyn,Compass
"184 Eagle Street, Unit 6E",Griffin Farm,2650,1 Bed,1 Bath,Brooklyn,Compass
50 North 5th Street,Williamsburg,3850,1 Bed,1 Bath,Brooklyn,Compass
"294 Henry Street, Unit 4F",Brooklyn Heights,2500,1 Bed,1 Bath,Brooklyn,Compass
"583 Lorimer Street, Unit 2B",Williamsburg,4825,3 Beds,2 Baths,Brooklyn,Compass
"170 Bay Ridge Avenue, Unit 1",Bay Ridge,2600,3 Beds,1 Bath,Brooklyn,Compass
"3094 Brighton 5th Street, Unit F5",Brighton Beach,1650,1 Bed,1 Bath,Brooklyn,Compass
"7309 5th Avenue, Unit 2R",Bay Ridge,1875,2 Beds,1 Bath,Brooklyn,Compass
"1119 Broadway, Unit 5A",Bushwick,2350,1 Bed,1 Bath,Brooklyn,Compass
"1119 Broadway, Unit 4B",Bushwick,2350,1 Bed,1 Bath,Brooklyn,Compass
"196 South 2nd Street, Unit 2D",Williamsburg,3100,Studio,1 Bath,Brooklyn,Compass
"1119 Broadway, Unit 6B",Bushwick,2350,1 Bed,1 Bath,Brooklyn,Compass
"1119 Broadway, Unit 6A",Bushwick,2350,1 Bed,1 Bath,Brooklyn,Compass
"116 74th Street, Unit 2",Bay Ridge,2700,3 Beds,1 Bath,Brooklyn,Compass
"336 Himrod Street, Unit 209",Bushwick,2715,2 Beds,1 Bath,Brooklyn,Compass
"336 Himrod Street, Unit 310",Bushwick,2714,2 Beds,1 Bath,Brooklyn,Compass
"336 Himrod Street, Unit 307",Bushwick,2714,2 Beds,1 Bath,Brooklyn,Compass
"336 Himrod Street, Unit 306",Bushwick,2714,2 Beds,1 Bath,Brooklyn,Compass
"336 Himrod Street, Unit 211",Bushwick,2103,Studio,1 Bath,Brooklyn,Compass
"15 Dunham Place, Unit PHN",Williamsburg,4150,1 Bed,1 Bath,Brooklyn,Compass
"286 St Johns Place, Unit 1R",Prospect Heights,4000,3 Beds,1.5 Baths,Brooklyn,Compass
"336 Himrod Street, Unit 207",Bushwick,2715,2 Beds,1 Bath,Brooklyn,Compass
"336 Himrod Street, Unit 206",Bushwick,2714,2 Beds,1 Bath,Brooklyn,Compass
"336 Himrod Street, Unit 210",Bushwick,2715,2 Beds,1 Bath,Brooklyn,Compass
"336 Himrod Street, Unit 204",Bushwick,2714,2 Beds,1 Bath,Brooklyn,Compass
"420 Kent Avenue, Unit 3011B",Williamsburg,4615,1 Bed,1 Bath,Brooklyn,Compass
"80 Cranberry Street, Unit 9B",Brooklyn Heights,2106,Studio,1 Bath,Brooklyn,Compass
"80 Cranberry Street, Unit 5B",Brooklyn Heights,2149,Studio,1 Bath,Brooklyn,Compass
"45 Clermont Avenue, Unit 1F",Fort Greene,517,Studio,1 Bath,Brooklyn,Compass
"94 Starr Street, Unit 3",Bushwick,2500,1 Bed,1 Bath,Brooklyn,Compass
"3502 Kings Highway, Unit D6",Midwood,1667,Studio,1 Bath,Brooklyn,Compass
"232 Leonard Street, Unit 3",East Williamsburg,3000,2 Beds,1 Bath,Brooklyn,Compass
"232 Leonard Street, Unit 3",East Williamsburg,3000,2 Beds,1 Bath,Brooklyn,Compass
"2021 East 41st Street, Unit 1H",East Flatbush,1785,1 Bed,1 Bath,Brooklyn,Compass
"399 17th Street, Unit 1R",South Slope,2850,2 Beds,1 Bath,Brooklyn,Compass
"663 Central Avenue, Unit 1L",Bushwick,2000,2 Beds,1 Bath,Brooklyn,Compass
"120 Nassau Street, Unit G22",Downtown Brooklyn,3905,1 Bed,1 Bath,Brooklyn,Compass
"164 Newton Street, Unit 2",Greenpoint,3200,3 Beds,1 Bath,Brooklyn,Compass
"2017 Caton Avenue, Unit 6A",Flatbush,1650,Studio,1 Bath,Brooklyn,Compass
"382 Lefferts Avenue, Unit 3R",Prospect Lefferts Gardens,2250,1 Bed,1 Bath,Brooklyn,Compass
"9101 Shore Road, Unit 712",Bay Ridge,2995,2 Beds,2 Baths,Brooklyn,Compass
"15 Dunham Place, Unit 14K",Williamsburg,3299,1 Bed,1 Bath,Brooklyn,Compass
"455 Ocean Parkway, Unit 2D",Kensington,1600,Studio,1 Bath,Brooklyn,Compass
"937 Jefferson Avenue, Unit 4R",Bedford-Stuyvesant,1400,1 Bed,1 Bath,Brooklyn,Compass
"75 Monitor Street, Unit 3R",Greenpoint,2300,2 Beds,1 Bath,Brooklyn,Compass
"489 Washington Avenue, Unit 1A",Clinton Hill,4200,3 Beds,1 Bath,Brooklyn,Compass
