Address,Price,Rental_type,Beds_baths,Sqfeet,Boro
"100 Maspeth Avenue, 6G - Williamsburg, New York",3500,"Condo, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 715,Brooklyn
"25 Monroe Pl, 10D - Brooklyn Heights, New York",3500,Rental,1 Bed | 1 Bath,Listing ID: 3894707,Brooklyn
"497 Park Pl, 1 - Prospect Heights, New York",3500,Rental,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,500",Brooklyn
"516 Classon Avenue, 5B - Clinton Hill, New York",3500,Condo,2 Beds | 2 Baths,Listing ID: 3895336,Brooklyn
"287 19th Street, 1 - Sunset Park, New York",3500,Rental,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,000",Brooklyn
"180 Nassau Street, 2D - Dumbo, New York",3500,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 769,Brooklyn
"75 Henry Street, 12D - Brooklyn Heights, New York",3500,"Cooperative, Doorman",Studio | 1 Bath,Approximate Sq. Feet: 500,Brooklyn
"31 Brooklyn Avenue, 3B - Bedford - Stuyvesant, New York",3499,Rental,3 Beds | 2 Baths,Listing ID: 3381852,Brooklyn
"31 Brooklyn Avenue, 5F - Bedford - Stuyvesant, New York",3499,Rental,3 Beds | 2 Baths,Listing ID: 3381851,Brooklyn
"248 Duffield Street, 7KW - Downtown Brooklyn, New York",3499,"Condo, Doorman",Studio | 1 Bath,Listing ID: 3885809,Brooklyn
"43 Cumberland Street, 1R - Fort Greene, New York",3499,Multi-Family,4 Beds | 2 Baths,Listing ID: 3870153,Brooklyn
"1233 Prospect Avenue, 3 - Windsor Terrace, New York",3495,Rental,3 Beds | 1 Bath,Listing ID: 3882098,Brooklyn
"1293 Prospect Avenue, 4 - Windsor Terrace, New York",3495,Rental,3 Beds | 2 Baths,Listing ID: 3895434,Brooklyn
"346 Flatbush Avenue, 3 - Boerum Hill, New York",3495,Rental,2 Beds | 1 Bath,Listing ID: 3885509,Brooklyn
"null, 384 Bergen Street, 2 - Park Slope, New York",3495,Condo,2 Beds | 1 Bath,"Approximate Sq. Feet: 1,000",Brooklyn
"293PLG, 293 Hawthorne Street, 2B - Prospect-Lefferts Gardens, New York",3483,Rental,3 Beds | 2 Baths,Listing ID: 3737177,Brooklyn
"The Amberly, 120 Nassau Street, A31 - Dumbo, New York",3480,"Rental, Doorman",Studio | 1 Bath,Approximate Sq. Feet: 523,Brooklyn
"820 Marcy Avenue, 6 - Bedford - Stuyvesant, New York",3479,Multi-Family,3 Beds | 2 Baths,Listing ID: 3885323,Brooklyn
"DUNHAM PLACE, 15 Dunham Pl, 11K - Williamsburg, New York",3462,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 705,Brooklyn
"333 Schermerhorn Street, 22E - Fort Greene, New York",3450,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 575,Brooklyn
"124 15th Street, 2 - Gowanus, New York",3450,Rental,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,200",Brooklyn
"189 Schermerhorn Street, 5H - Boerum Hill, New York",3450,"Condo, Doorman",2 Beds | 1 Bath,Listing ID: 3808864,Brooklyn
"The Lincoln Apartments, 510 Flatbush Avenue, 6G - Prospect-Lefferts Gardens, New York",3450,Condo,2 Beds | 1 Bath,Listing ID: 3890762,Brooklyn
"151 Sackett Street, 2 - Carroll Gardens, New York",3450,Rental,3 Beds | 1 Bath,"Approximate Sq. Feet: 1,200",Brooklyn
"The Union, 568 Union Avenue, 3I - Williamsburg, New York",3450,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 587,Brooklyn
"134 Henry Street, GARDEN - Brooklyn Heights, New York",3450,Rental,1 Bed | 1 Bath,Listing ID: 3820889,Brooklyn
"45 Putnam Avenue, 1 - Clinton Hill, New York",3450,Rental,2 Beds | 1 Bath | 1 Half Bath,Listing ID: 3790826,Brooklyn
"44 Berry Street, 6D - Williamsburg, New York",3450,Condo,2 Beds | 1 Bath,Listing ID: 3895787,Brooklyn
"461 Dean Street, 30D - Prospect Heights, New York",3450,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3829947,Brooklyn
"The Giovanni, 81 Fleet Pl, 14S - Fort Greene, New York",3437,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 658,Brooklyn
"The Amberly, 120 Nassau Street, 29A - Dumbo, New York",3435,"Rental, Doorman",Studio | 1 Bath,Approximate Sq. Feet: 523,Brooklyn
"461 Dean Street, 31F - Prospect Heights, New York",3428,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3883818,Brooklyn
"420 Kent Avenue, 3220B - Williamsburg, New York",3415,"Rental, Doorman",Studio | 1 Bath,Listing ID: 3885699,Brooklyn
"45 Hoyt Street, 15W - Downtown Brooklyn, New York",3410,Rental,Studio | 1 Bath,Listing ID: 3776283,Brooklyn
"409 Eastern Parkway, 202 - Crown Heights, New York",3404,Rental,1 Bed | 1 Bath,Listing ID: 3889314,Brooklyn
"439 7th Street, 1 - Park Slope, New York",3400,Rental,2 Beds | 1 Bath,"Approximate Sq. Feet: 1,200",Brooklyn
"283 Cornelia St, 1 - Brooklyn Other, New York",3400,Rental,4 Beds | 1 Bath | 1 Half Bath,Approximate Exterior Sq. Ft: 2000 Sq Ft,Brooklyn
"283 Cornelia St, 2 - Brooklyn Other, New York",3400,Rental,4 Beds | 2 Baths,Approximate Exterior Sq. Ft: 2000 Sq Ft,Brooklyn
"5406 Avenue N - Brooklyn Other, New York",3400,Commercial,,"Approximate Sq. Feet: 1,100 | Approximate Exterior Sq. Ft: 20000 Sq Ft",Brooklyn
"412 Herkimer Street, 3B - Bedford - Stuyvesant, New York",3400,Rental,2 Beds | 2 Baths,Listing ID: 3756145,Brooklyn
"378 Myrtle Avenue, 1 - Fort Greene, New York",3400,Rental,2 Beds | 1 Bath,Listing ID: 3887204,Brooklyn
"478 3rd Street, 3D - Park Slope, New York",3400,Cooperative,2 Beds | 1 Bath,Listing ID: 3863630,Brooklyn
"79 Bridge Street, 3E - Dumbo, New York",3400,Condo,Loft | 1 Bath,Approximate Sq. Feet: 795,Brooklyn
"291 New York Avenue, 1F - Bedford - Stuyvesant, New York",3400,Condo,3 Beds | 1 Bath,Listing ID: 3839370,Brooklyn
"1151 Dean Street, 1D - Brooklyn Other, New York",3400,Rental,3 Beds | 1 Bath,Listing ID: 3755605,Brooklyn
"488 Seventh Avenue, 10F - Park Slope, New York",3400,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 400,Brooklyn
"787 Franklin Avenue, 2R - Crown Heights, New York",3400,Rental,2 Beds | 1 Bath | 1 Half Bath,Listing ID: 3895790,Brooklyn
"57 Stagg Street, 1 - Williamsburg, New York",3400,Multi-Family,2 Beds | 1 Bath,Listing ID: 3881857,Brooklyn
"100 Remsen Street, 4C - Brooklyn Heights, New York",3400,"Cooperative, Doorman",1 Bed | 1 Bath,Listing ID: 3895525,Brooklyn
"588 Franklin Avenue, 2SB - Crown Heights, New York",3395,Rental,3 Beds | 1 Bath,Listing ID: 3840157,Brooklyn
"172 Clermont Avenue, 3FLR - Fort Greene, New York",3395,Multi-Family,2 Beds | 1 Bath,Approximate Sq. Feet: 850,Brooklyn
"55 Hope Street, PH21 - Williamsburg, New York",3395,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 647,Brooklyn
"293PLG, 293 Hawthorne Street, 5D - Prospect-Lefferts Gardens, New York",3391,Rental,3 Beds | 2 Baths,Listing ID: 3773005,Brooklyn
"126 Herkimer Street, B1 - Bedford - Stuyvesant, New York",3391,Rental,4 Beds | 2 Baths,Listing ID: 3894020,Brooklyn
"215A Prospect Avenue, APT.2 - Park Slope, New York",3380,Rental,2 Beds | 1 Bath,Listing ID: 3839345,Brooklyn
"93 INDIA Street, 3D - Greenpoint, New York",3375,Rental,2 Beds | 1 Bath,Listing ID: 3892582,Brooklyn
"196 Seventh Avenue, 3 - Park Slope, New York",3375,Rental,2 Beds | 2 Baths,Listing ID: 3886985,Brooklyn
"123 Parkside Avenue, 3D - Prospect Park South, New York",3370,Condo,1 Bed | 1 Bath,Listing ID: 3888562,Brooklyn
"null, 322 GATES Avenue, 4B - Bedford - Stuyvesant, New York",3369,Condo,2 Beds | 2 Baths,Approximate Sq. Feet: 976,Brooklyn
"209A Wyckoff Street, 1 - Brooklyn Heights, New York",3359,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 750,Brooklyn
"145 Prospect Park West, 4D - Park Slope, New York",3350,Condo,2 Beds | 1 Bath,Approximate Sq. Feet: 625,Brooklyn
"415 Red Hook Ln, 21AA - Downtown Brooklyn, New York",3350,Rental,1 Bed | 1 Bath,Listing ID: 3827585,Brooklyn
"Level, 2 North 6th Street, 3J - Williamsburg, New York",3350,"Rental, Doorman",Studio | 1 Bath,Listing ID: 3867675,Brooklyn
"205 Water Street, 4L - Dumbo, New York",3350,"Condo, Doorman",Loft | 1 Bath,Approximate Sq. Feet: 565,Brooklyn
"Chocolate Factory, 275 Park Avenue, 2SW - Fort Greene, New York",3345,"Cooperative, Doorman",1 Bed | 1 Bath,Listing ID: 3854163,Brooklyn
"293PLG, 293 Hawthorne Street, 4A - Prospect-Lefferts Gardens, New York",3345,Rental,3 Beds | 2 Baths,Listing ID: 3810558,Brooklyn
"93 Herbert Street, 3 - Williamsburg, New York",3342,Condo,1 Bed | 1 Bath,Listing ID: 3871327,Brooklyn
"The Lincoln Apartments, 33 Lincoln Rd, PH9B - Flatbush, New York",3340,Rental,2 Beds | 1 Bath,Listing ID: 3874708,Brooklyn
"The Lincoln Apartments, 33 Lincoln Rd, 9F - Flatbush, New York",3340,Rental,2 Beds | 1 Bath,Listing ID: 3854164,Brooklyn
"25 Monroe Pl, 7D - Brooklyn Heights, New York",3325,Rental,1 Bed | 1 Bath,Listing ID: 3863545,Brooklyn
"110 Green Street, B503 - Greenpoint, New York",3320,"Condo, Doorman",1 Bed | 1 Bath,Listing ID: 3885263,Brooklyn
"Myrtle & Steuben, 100 Steuben Street, 7B - Clinton Hill, New York",3316,Condo,1 Bed | 1 Bath,Listing ID: 3882477,Brooklyn
"712 Sackett St, 4R - Park Slope, New York",3300,Condo,2 Beds | 1 Bath,Listing ID: 3677356,Brooklyn
"5544 Whitty - Brooklyn Other, New York",3300,House,3 Beds | 1 Bath | 1 Half Bath,Listing ID: 3139118,Brooklyn
"278 Carroll Street, 0 - Carroll Gardens, New York",3300,Rental,1 Bed | 1 Bath,Listing ID: 3855985,Brooklyn
"63 Buffalo Ave, 1 - Brooklyn Other, New York",3300,Rental,3 Beds | 1 Bath | 1 Half Bath,Listing ID: 3145625,Brooklyn
"66 Sharon Street, 2 - Williamsburg, New York",3300,Condo,3 Beds | 1 Bath,"Approximate Sq. Feet: 1,000",Brooklyn
"871 Park Pl, 2F - Crown Heights, New York",3300,Rental,2 Beds | 1 Bath,Listing ID: 3879965,Brooklyn
"195 Washington Pk, 1 - Fort Greene, New York",3300,Rental,2 Beds | 1 Bath,Listing ID: 3863527,Brooklyn
"300 10th Street, 14 - Park Slope, New York",3300,Rental,3 Beds | 1 Bath,Listing ID: 3871332,Brooklyn
"904 Union Street, 4A - Park Slope, New York",3300,Cooperative,2 Beds | 1 Bath,Listing ID: 3872061,Brooklyn
"86 Hoyt Street, 1 - Downtown Brooklyn, New York",3300,Condo,2 Beds | 1 Bath,Listing ID: 3853658,Brooklyn
"Bridge Harbor Heights, 55 Poplar Street, 3G - Brooklyn Heights, New York",3300,Condo,Loft | 1 Bath,Approximate Sq. Feet: 500,Brooklyn
"The Williamsburg, 373 Wythe Avenue, 6G - Williamsburg, New York",3300,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3887969,Brooklyn
"29 Moffat Street, 2 - Bushwick, New York",3300,Rental,3 Beds | 2 Baths,Listing ID: 3882353,Brooklyn
"219 Fifth Avenue, 4L - Red Hook, New York",3300,Condo,2 Beds | 1 Bath,"Approximate Sq. Feet: 1,000",Brooklyn
"733 Bushwick Avenue, 1 - Bushwick, New York",3300,Rental,3 Beds | 1 Bath | 1 Half Bath,Listing ID: 3893768,Brooklyn
"323 2nd Street, 3L - Park Slope, New York",3300,Condo,2 Beds | 1 Bath,Listing ID: 3862102,Brooklyn
"357 DAHILL RD, 2 - Kensington, New York",3300,Rental,3 Beds | 2 Baths,Listing ID: 3767173,Brooklyn
"Bridge Harbor Heights, 55 Poplar Street, 3D - Brooklyn Heights, New York",3300,Condo,Loft | 1 Bed | 1 Bath,Approximate Sq. Feet: 700,Brooklyn
"50 Starr Street, 2R - Bushwick, New York",3300,Rental,3 Beds | 1 Bath,Listing ID: 3823092,Brooklyn
"164 Lefferts Pl, 1 - Fort Greene, New York",3300,Rental,2 Beds | 2 Baths,Listing ID: 3886813,Brooklyn
"555 Ocean Avenue, 5I - Flatbush, New York",3300,Rental,4 Beds | 1 Bath,Listing ID: 3816762,Brooklyn
"447 Rogers Avenue, 3L - Prospect-Lefferts Gardens, New York",3300,Condo,3 Beds | 2 Baths,Listing ID: 3849963,Brooklyn
"961 Madison Street, 1F - Bedford - Stuyvesant, New York",3300,Rental,2 Beds | 1 Bath,"Approximate Sq. Feet: 1,200",Brooklyn
"103 ATLANTIC Avenue, 2R - Brooklyn Heights, New York",3300,Rental,2 Beds | 1 Bath,Approximate Sq. Feet: 600,Brooklyn
"Clover House, 107 Columbia Hts, 10K - Brooklyn Heights, New York",3300,Rental,1 Bed | 1 Bath,Listing ID: 3844042,Brooklyn
"596 East 7th St, #2 - Kensington, New York",3299,Multi-Family,4 Beds | 1 Bath,"Approximate Sq. Feet: 1,100",Brooklyn
"DUNHAM PLACE, 15 Dunham Pl, 14K - Williamsburg, New York",3299,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3877558,Brooklyn
"912 Putnam Avenue, 3 - Bedford - Stuyvesant, New York",3295,Rental,3 Beds | 2 Baths,Listing ID: 3858935,Brooklyn
"180 Franklin Avenue, 503 - Clinton Hill, New York",3295,"Condo, Doorman",1 Bed | 1 Bath,Listing ID: 3895735,Brooklyn
"570 St Johns Pl, 306 - Crown Heights, New York",3292,Condo,2 Beds | 1 Bath,Listing ID: 3871367,Brooklyn
"267 6th Street, 12E - Gowanus, New York",3290,Rental,1 Bed | 1 Bath,Listing ID: 3696859,Brooklyn
"21 India Street, T1807 - Greenpoint, New York",3290,"Condo, Doorman",Studio | 1 Bath,Listing ID: 3855755,Brooklyn
"1075 Bushwick Avenue, 1D - Bushwick, New York",3280,Rental,3 Beds | 2 Baths,Listing ID: 3581974,Brooklyn
"1075 Greene Avenue, 1D - Bushwick, New York",3280,Rental,3 Beds | 2 Baths,Listing ID: 3513445,Brooklyn
"354 Franklin Avenue, 2LSB - Bedford - Stuyvesant, New York",3275,Rental,2 Beds | 2 Baths,Listing ID: 3870025,Brooklyn
"439 16th Street, 2R - Park Slope, New York",3275,Rental,3 Beds | 1 Bath,Listing ID: 3880561,Brooklyn
"343 Gold Street, 901 - Downtown Brooklyn, New York",3271,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3871390,Brooklyn
"45 Hoyt Street, 7L - Downtown Brooklyn, New York",3270,Rental,Studio | 1 Bath,Listing ID: 3870974,Brooklyn
"9301 3 Avenue - Bay Ridge, New York",3250,Rental,Studio,Listing ID: 429778,Brooklyn
"113 1st Pl, 3 - Carroll Gardens, New York",3250,Rental,1 Bed | 1 Bath,Listing ID: 3771270,Brooklyn
"9201 Shore Rd, A309 - Bay Ridge, New York",3250,"Cooperative, Doorman",2 Beds | 2 Baths,Listing ID: 3801463,Brooklyn
"272 St Marks Avenue, 3F - Prospect Heights, New York",3250,Condo,1 Bed | 1 Bath,Listing ID: 3880438,Brooklyn
"180 Nassau Street, 7N - Dumbo, New York",3250,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 676,Brooklyn
"570 St Johns Pl, 223 - Crown Heights, New York",3250,Condo,1 Bed | 1 Bath,Listing ID: 3889919,Brooklyn
"110 Warren Street, B203 - Cobble Hill, New York",3250,Condo,1 Bed | 1 Bath,Approximate Sq. Feet: 609,Brooklyn
"268 Dean Street, 1 - Boerum Hill, New York",3250,Rental,1 Bed | 1 Bath,Listing ID: 3741800,Brooklyn
"251 7TH Street, 9C - Park Slope, New York",3250,Condo,1 Bed | 1 Bath,Listing ID: 3871911,Brooklyn
"205 Van Buren Street, GARDEN - Bedford - Stuyvesant, New York",3250,Multi-Family,3 Beds | 1 Bath,Approximate Sq. Feet: 900,Brooklyn
"638 Grand Street, 2 - Williamsburg, New York",3250,Rental,2 Beds | 2 Baths,Listing ID: 3856872,Brooklyn
"1475 President Street, 2A - Crown Heights, New York",3250,Rental,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,100",Brooklyn
"331 South 1st Street, 2L - Williamsburg, New York",3250,Multi-Family,2 Beds | 1 Bath,Listing ID: 3879837,Brooklyn
"21 India Street, T1805 - Greenpoint, New York",3230,"Condo, Doorman",Studio | 1 Bath,Listing ID: 3865459,Brooklyn
"409 Eastern Parkway, 316 - Crown Heights, New York",3224,Rental,1 Bed | 1 Bath,Listing ID: 3889315,Brooklyn
"110 Green Street, B504 - Greenpoint, New York",3215,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 706,Brooklyn
"570 St Johns Pl, 610 - Crown Heights, New York",3208,Condo,2 Beds | 1 Bath,Listing ID: 3889918,Brooklyn
"570 St Johns Pl, 814E - Crown Heights, New York",3208,Condo,1 Bed | 1 Bath,Listing ID: 3885707,Brooklyn
"105 Avenue U - Gravesend, New York",3200,Rental,Studio,Listing ID: 430392,Brooklyn
"159 Eastern Parkway, 3J - Prospect Heights, New York",3200,Rental,2 Beds | 1 Bath,Listing ID: 3826709,Brooklyn
"461 45th St, 3 - Brooklyn Other, New York",3200,Rental,2 Beds | 1 Bath,Approximate Exterior Sq. Ft: 2003 Sq Ft,Brooklyn
"169 Bedford Ave - Brooklyn Other, New York",3200,House,2 Beds | 1 Bath,Approximate Exterior Sq. Ft: 1750 Sq Ft,Brooklyn
"154 Nassau Ave, 2L - Brooklyn Other, New York",3200,Rental,2 Beds | 2 Baths,Listing ID: 3145149,Brooklyn
"154 Nassau Ave, 3L - Brooklyn Other, New York",3200,Rental,2 Beds | 2 Baths,Listing ID: 3145166,Brooklyn
"164 Newton Street, 2 - Greenpoint, New York",3200,Rental,3 Beds | 1 Bath,Listing ID: 3885566,Brooklyn
"246 Sackett Street, 1 - Carroll Gardens, New York",3200,Multi-Family,2 Beds | 1 Bath,Listing ID: 3863993,Brooklyn
"154 Nassau Ave, 3R - Brooklyn Other, New York",3200,Rental,2 Beds | 2 Baths,Listing ID: 3145173,Brooklyn
"154 Nassau Ave, 2R - Brooklyn Other, New York",3200,Rental,2 Beds | 2 Baths,Listing ID: 3145169,Brooklyn
"589 5th Street, PH - Park Slope, New York",3200,Rental,1 Bed | 1 Bath,Listing ID: 3885678,Brooklyn
"Borough Rentals, 568 Baltic Street, 1R - Boerum Hill, New York",3200,Condo,2 Beds | 1 Bath,Listing ID: 3869439,Brooklyn
"THE ATLANTIC, 100 Atlantic Avenue, 3P - Brooklyn Heights, New York",3200,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 660,Brooklyn
"377 14th Street, 3F - Park Slope, New York",3200,Rental,2 Beds | 1 Bath,Approximate Sq. Feet: 900,Brooklyn
"511 Hicks Street, 3 - Cobble Hill, New York",3200,Rental,2 Beds | 1 Bath,Approximate Sq. Feet: 800,Brooklyn
"259 21st Street, 3B - Park Slope, New York",3200,Condo,Loft | 1 Bath,"Approximate Sq. Feet: 1,020",Brooklyn
"null, 712 Lexington Avenue, 1 - Bedford - Stuyvesant, New York",3200,Condo,2 Beds | 2 Baths | 1 Half Bath,Listing ID: 3858346,Brooklyn
"195 Spencer Street, 5B - Bedford - Stuyvesant, New York",3200,Condo,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,179",Brooklyn
"1155 Dean Street, 2A - Crown Heights, New York",3200,Rental,3 Beds | 1 Bath,Listing ID: 3886104,Brooklyn
"43 Meserole Street, A1 - East Williamsburg, New York",3200,Multi-Family,1 Bed | 1 Bath | 1 Half Bath,Listing ID: 3871761,Brooklyn
"43 Meserole Street, 1A - East Williamsburg, New York",3200,Multi-Family,2 Beds | 1 Bath | 1 Half Bath,Listing ID: 3871749,Brooklyn
"289 Evergreen Ave, 1 - Brooklyn Other, New York",3199,Rental,3 Beds | 1 Bath,Approximate Exterior Sq. Ft: 1580 Sq Ft,Brooklyn
"223 Devoe Street, 3L - Brooklyn, New York",3199,Rental,2 Beds | 1 Bath,Listing ID: 5008072,Brooklyn
"9101 Shore Rd, 201 - Bay Ridge, New York",3195,Rental,3 Beds | 2 Baths,Listing ID: 3691541,Brooklyn
"Ikon, 50 Bayard Street, 2G - Williamsburg, New York",3195,"Condo, Doorman",2 Beds | 1 Bath,Approximate Sq. Feet: 700,Brooklyn
"214 North 11th Street, 4J - Williamsburg, New York",3195,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 697,Brooklyn
"21 India Street, T1708 - Greenpoint, New York",3190,"Condo, Doorman",Studio | 1 Bath,Listing ID: 3880314,Brooklyn
"409 Eastern Parkway, 515 - Crown Heights, New York",3175,Rental,1 Bed | 1 Bath,Listing ID: 3871032,Brooklyn
"466 Myrtle Avenue, 2 - Clinton Hill, New York",3175,Rental,2 Beds | 1 Bath,Approximate Sq. Feet: 900,Brooklyn
"44 Berry Street, 5 - Williamsburg, New York",3175,Condo,1 Bed | 1 Bath,Listing ID: 3883482,Brooklyn
"570 St Johns Pl, 420 - Crown Heights, New York",3167,Condo,1 Bed | 1 Bath,Listing ID: 3885706,Brooklyn
"1 North 4th Pl, 22E - Williamsburg, New York",3163,"Rental, Doorman",Studio | 1 Bath,Approximate Sq. Feet: 538,Brooklyn
"21 India Street, 31F - Brooklyn, New York",3150,Rental,Studio | 1 Bath,Approximate Sq. Feet: 550,Brooklyn
"638 2nd Street, GARDEN - Park Slope, New York",3150,,2 Beds | 1 Bath,Listing ID: 3879740,Brooklyn
"173 Classon Avenue, 3R - Clinton Hill, New York",3150,Rental,Loft | 2 Beds | 1 Bath | 1 Half Bath,Listing ID: 3871920,Brooklyn
"Clover House, 107 Columbia Hts, 9E - Brooklyn Heights, New York",3141,Rental,1 Bed | 1 Bath,Listing ID: 3833982,Brooklyn
"729 Lafayette Avenue, 1G - Bedford - Stuyvesant, New York",3138,Multi-Family,3 Beds | 2 Baths,Listing ID: 3856869,Brooklyn
"2417 Albemarle Rd, 2C - Flatbush, New York",3138,Rental,2 Beds | 1 Bath,"Approximate Sq. Feet: 37,929",Brooklyn
"281 Union Avenue, 4F - Williamsburg, New York",3125,Rental,1 Bed | 1 Bath,Listing ID: 3568633,Brooklyn
"788 Classon Avenue, 1R - Prospect Heights, New York",3117,Rental,2 Beds | 1 Bath,Listing ID: 3877836,Brooklyn
"109 Greene Avenue, 3E - Clinton Hill, New York",3117,Rental,1 Bed | 1 Bath,Listing ID: 3887283,Brooklyn
"109 Gold Street, 6F - Dumbo, New York",3117,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 637,Brooklyn
"null, 373 South 4th Street, 2B - Bushwick, New York",3116,Condo,2 Beds | 1 Bath,Listing ID: 3889543,Brooklyn
"302-304 10th Street, 25 - Park Slope, New York",3115,Condo,3 Beds | 1 Bath,Listing ID: 3871334,Brooklyn
"null, 341 Eastern Parkway, J3 - Crown Heights, New York",3109,Condo,1 Bed | 1 Bath,Approximate Sq. Feet: 590,Brooklyn
"2072 Pearson St - Brooklyn Other, New York",3100,House,4 Beds | 2 Baths,Approximate Exterior Sq. Ft: 2133 Sq Ft,Brooklyn
"1543 East 19th Street, 5A - Midwood, New York",3100,Rental,2 Beds | 2 Baths,Listing ID: 3842678,Brooklyn
"173 Monroe Street, 3 - Bedford - Stuyvesant, New York",3100,Condo,3 Beds | 2 Baths,Listing ID: 3852091,Brooklyn
"504 Myrtle Avenue, 31T - Clinton Hill, New York",3100,Rental,1 Bed | 1 Bath,Listing ID: 3888940,Brooklyn
"504 Myrtle Avenue, 51T - Clinton Hill, New York",3100,Rental,1 Bed | 1 Bath,Listing ID: 3888939,Brooklyn
"196 South 2nd Street, 2D - Williamsburg, New York",3100,Condo,Studio | 1 Bath,Approximate Sq. Feet: 560,Brooklyn
"266 Washington Avenue, F5 - Clinton Hill, New York",3100,Rental,2 Beds | 1 Bath,Listing ID: 3892007,Brooklyn
"266 Washington Avenue, B20 - Clinton Hill, New York",3100,Rental,2 Beds | 1 Bath,Listing ID: 3892006,Brooklyn
"886 Union Street, GARDEN - Park Slope, New York",3100,Rental,2 Beds | 1 Bath,Approximate Sq. Feet: 800,Brooklyn
"267 Powers Street, 1L - Williamsburg, New York",3100,Rental,2 Beds | 2 Baths,Listing ID: 3849571,Brooklyn
"527 Lincoln Pl, 204 - Crown Heights, New York",3100,Rental,1 Bed | 1 Bath,Listing ID: 3809617,Brooklyn
"1383 Dean Street, 2L - Crown Heights, New York",3100,Rental,3 Beds | 1 Bath,Listing ID: 3859113,Brooklyn
"169 16th Street, 4B - Park Slope, New York",3100,Rental,1 Bed | 1 Bath,Listing ID: 3881862,Brooklyn
"524 Metropolitan Avenue, 9 - Williamsburg, New York",3100,Rental,2 Beds | 1 Bath,Listing ID: 3883689,Brooklyn
"488 Seventh Avenue, 4D - Park Slope, New York",3100,Rental,1 Bed | 1 Bath,Listing ID: 3878571,Brooklyn
"50 North 5th Street, W2A - Williamsburg, New York",3100,"Condo, Doorman",Studio | 1 Bath,Listing ID: 3873683,Brooklyn
"271 Lenox Rd, 6D - East Flatbush, New York",3100,Condo,2 Beds | 1 Bath,Listing ID: 3880390,Brooklyn
"331 South 1st Street, 3R - Williamsburg, New York",3100,Multi-Family,1 Bed | 1 Bath,Approximate Sq. Feet: 600,Brooklyn
"500 Clinton Avenue, 2B - Clinton Hill, New York",3099,Multi-Family,2 Beds | 1 Bath,Listing ID: 3881900,Brooklyn
"9101 Shore Rd, 610 - Bay Ridge, New York",3095,Rental,2 Beds | 2 Baths,Listing ID: 3792600,Brooklyn
"Courthouse Apartments, 125 Court Street, 6NQ - Brooklyn Heights, New York",3095,"Rental, Doorman",Studio | 1 Bath,Approximate Sq. Feet: 494,Brooklyn
"109 Gold Street, 4F - Dumbo, New York",3094,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 637,Brooklyn
"72 Box Street, 4B - Greenpoint, New York",3088,Condo,1 Bed | 1 Bath,Listing ID: 3879970,Brooklyn
"2417 Albemarle Rd, 10A - Flatbush, New York",3069,Rental,2 Beds | 1 Bath,"Approximate Sq. Feet: 37,929",Brooklyn
"96 Steuben Street, 6E - Clinton Hill, New York",3067,Condo,1 Bed | 1 Bath,Listing ID: 3874236,Brooklyn
"21 India Street, T1407 - Greenpoint, New York",3060,"Condo, Doorman",Studio | 1 Bath,Listing ID: 3855749,Brooklyn
"219 Fifth Avenue, 2R - Red Hook, New York",3050,Condo,2 Beds | 1 Bath,"Approximate Sq. Feet: 1,000",Brooklyn
"544 UNION, 544 UNION Avenue, 3M - Williamsburg, New York",3050,Condo,Studio | 1 Bath,Approximate Sq. Feet: 558,Brooklyn
"21 India Street, S405 - Greenpoint, New York",3040,"Condo, Doorman",Studio | 1 Bath,Listing ID: 3872020,Brooklyn
"325 Kent Avenue, PH1K - Williamsburg, New York",3020,"Rental, Doorman",Studio | 1 Bath,Listing ID: 3867513,Brooklyn
"461 Dean Street, 28G - Prospect Heights, New York",3007,"Rental, Doorman",Studio | 1 Bath,Listing ID: 3869988,Brooklyn
"2818 Albemarle - Brooklyn, New York",3000,Rental,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,200",Brooklyn
