Address,Price,Rental_type,Beds_baths,Sqfeet,Boro
"160 West 84th Street, 16 - Upper West Side, New York",2085,Rental,Studio | 1 Bath,Listing ID: 3877390,Manhattan
"735 West 172nd Street, A26 - Washington Heights, New York",2085,Rental,1 Bed | 1 Bath,Listing ID: 3891578,Manhattan
"78 Manhattan Avenue, 5E - Upper West Side, New York",2085,Rental,Studio | 1 Bath,Listing ID: 3880368,Manhattan
"DUNBAR APARTMENTS, 226 West 150th Street, 1G - Harlem, New York",2085,Rental,1 Bed | 1 Bath,Listing ID: 3889590,Manhattan
"412 East 64th Street, 5C - Upper East Side, New York",2075,Multi-Family,| 1 Bath,Listing ID: 3827484,Manhattan
"153 Bennett Avenue, 4G - Washington Heights, New York",2075,Cooperative,1 Bed | 1 Bath,Approximate Sq. Feet: 750,Manhattan
"254 Seaman Avenue, C1 - Inwood, New York",2075,Rental,1 Bed | 1 Bath,Listing ID: 3878999,Manhattan
"482 E 74th Street, 2C - New York, New York",2075,Rental,Studio | 1 Bath,Listing ID: 5005896,Manhattan
"482 East 74th Street, 2C - Upper East Side, New York",2075,Cooperative,Studio | 1 Bath,Listing ID: 3885244,Manhattan
"WINDSOR TOWER, 5 Tudor City Pl, 427 - Murray Hill, New York",2075,"Cooperative, Doorman",Studio | 1 Bath,Listing ID: 3870063,Manhattan
"70 Park Terrace East, 2H - Inwood, New York",2050,Cooperative,1 Bed | 1 Bath,Approximate Sq. Feet: 750,Manhattan
"215 East 88th Street, 1B - Upper East Side, New York",2050,Cooperative,1 Bed | 1 Bath,Listing ID: 3891905,Manhattan
"null, 519 West 48th Street, 18 - Chelsea, New York",2050,Condo,Studio | 1 Bath,Approximate Sq. Feet: 450,Manhattan
"null, 519 West 48th Street, 19 - Chelsea, New York",2050,Condo,1 Bed | 1 Bath,Approximate Sq. Feet: 600,Manhattan
"341 East 85th Street, 15 - Upper East Side, New York",2050,Rental,Studio | 1 Bath,Listing ID: 3835152,Manhattan
"509 East 73rd Street, 3 - Upper East Side, New York",2050,Rental,1 Bed | 1 Bath,Listing ID: 3853390,Manhattan
"36 West 76th Street, G - Upper West Side, New York",2050,Rental,Studio | 1 Bath,Listing ID: 3891866,Manhattan
"62 West 70th Street, 1A - Upper West Side, New York",2050,Rental,Studio | 1 Bath,Listing ID: 3895678,Manhattan
"421 East 72nd Street, 1A - Upper East Side, New York",2050,,Studio | 1 Bath,Listing ID: 3896827,Manhattan
"340 East 5th Street, D4 - East Village, New York",2050,Rental,1 Bed | 1 Bath,Listing ID: 3895431,Manhattan
"102 Bayard Street, 2R - Little Italy - Chinatown, New York",2050,Rental,Studio | 1 Bath,Listing ID: 3886976,Manhattan
"CL TOWER, 203 East 121st Street, 301 - East Harlem, New York",2049,"Rental, Doorman",Studio | 1 Bath,Approximate Sq. Feet: 550,Manhattan
"247 East 62nd Street, 7 - Upper East Side, New York",2025,Rental,Studio | 1 Bath,Listing ID: 3850331,Manhattan
"22 Broadway, 2A - Financial District, New York",2025,Condo,2 Beds | 1 Bath,Listing ID: 3755557,Manhattan
"530 East 89th Street, 4F - Upper East Side, New York",2025,Rental,Studio | 1 Bath,Listing ID: 3895326,Manhattan
"428 West 46th Street, 1B - Clinton, New York",2025,Rental,Studio | 1 Bath,Listing ID: 3893544,Manhattan
"648 West 158th Street, 2F - Washington Heights, New York",2017,Multi-Family,1 Bed | 1 Bath,Listing ID: 3874760,Manhattan
"1370 St Nicholas Avenue, 24M - Washington Heights, New York",2016,Rental,1 Bed | 1 Bath,Listing ID: 3755588,Manhattan
"22-14 40 Ave - Long Island City, New York",2000,Commercial,,Approximate Exterior Sq. Ft: 7562 Sq Ft,Manhattan
"113 Eldridge Street, 2F - Lower East Side, New York",2000,,Studio | 1 Bath,Listing ID: 3886351,Manhattan
"58 East 130th Street, 3B - East Harlem, New York",2000,Rental,1 Bed | 1 Bath,Listing ID: 3861108,Manhattan
"10 West 90th Street, 1 - Upper West Side, New York",2000,Rental,Studio | 1 Bath,Listing ID: 3866876,Manhattan
"257 East 61st Street, 4G - Upper East Side, New York",2000,Rental,Studio | 1 Bath,Listing ID: 3879785,Manhattan
"203 West 103rd Street, 2A - Upper West Side, New York",2000,Rental,Studio | 1 Bath,Listing ID: 3892570,Manhattan
"245 West 115th Street, 19 - Harlem, New York",2000,Condo,1 Bed | 1 Bath,Listing ID: 3750083,Manhattan
"2647 Frederick Douglass Boulevard, 5C - Harlem, New York",2000,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 550,Manhattan
"326 Columbus Avenue, 2A - Upper West Side, New York",2000,Rental,Studio | 1 Bath,Listing ID: 3821550,Manhattan
"166 West 129th Street, 43 - Harlem, New York",2000,Rental,1 Bed | 1 Bath,Listing ID: 3804023,Manhattan
"208 East 82nd Street, 34 - Upper East Side, New York",2000,Cooperative,1 Bed | 1 Bath,Listing ID: 3895306,Manhattan
"531 E 88th Street, 1C - New York, New York",2000,Rental,Studio | 1 Bath,Listing ID: 5008063,Manhattan
"531 East 88th Street, 1C - Upper East Side, New York",2000,Cooperative,Studio | 1 Bath,Listing ID: 3892232,Manhattan
"166 West 129th Street, 20 - Harlem, New York",2000,Rental,1 Bed | 1 Bath,Listing ID: 3877020,Manhattan
"1627 Park Avenue, 3D - East Harlem, New York",2000,Rental,1 Bed | 1 Bath,Listing ID: 3890733,Manhattan
"611 West 177TH Street, 5B - Washington Heights, New York",2000,Rental,Studio | 1 Bath,Listing ID: 3835362,Manhattan
"PARKVIEW CONDOMINIUM, 7 West 131st Street, 2 - Harlem, New York",2000,Condo,Studio | 1 Bath,Listing ID: 3851965,Manhattan
"318 West 106th Street, 3RW - Upper West Side, New York",2000,Multi-Family,| 1 Bath,Listing ID: 3891932,Manhattan
"201 East 89th Street, 2D - Upper East Side, New York",2000,Cooperative,1 Bed | 1 Bath,Listing ID: 3877474,Manhattan
"TUDOR TOWER, 25 Tudor City Pl, 622 - Murray Hill, New York",2000,"Cooperative, Doorman",Studio | 1 Bath,Listing ID: 3892841,Manhattan
"The Sutton, 102 Bradhurst Avenue, 205 - Harlem, New York",2000,"Cooperative, Doorman",1 Bed | 1 Bath,Listing ID: 3880178,Manhattan
"116 West 72nd Street, 2B - Upper West Side, New York",2000,Cooperative,Studio | 1 Bath,Listing ID: 3894517,Manhattan
"302 West 76th Street, 4B - Upper West Side, New York",2000,Rental,Studio | 1 Bath,Listing ID: 3853382,Manhattan
"196 West 134th Street, 2 - Harlem, New York",1999,Multi-Family,1 Bed | 1 Bath,Approximate Sq. Feet: 800,Manhattan
"651 West 188th Street, 6P - Washington Heights, New York",1999,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 750,Manhattan
"Savoy Park, 620 Lenox Avenue, 6L - Harlem, New York",1999,Rental,1 Bed | 1 Bath,Listing ID: 3880625,Manhattan
"2649 Frederick Douglass Boulevard, 4C - Harlem, New York",1999,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 550,Manhattan
"245 Bennett Avenue, 3E - Hudson Heights, New York",1997,Cooperative,1 Bed | 1 Bath,Listing ID: 3552556,Manhattan
"498 West 159th St, 3E - Washington Heights, New York",1995,Condo,2 Beds | 1 Bath,Listing ID: 3681261,Manhattan
"628 West 138th Street, 3R - Hamilton Heights, New York",1995,Multi-Family,1 Bed | 1 Bath,Listing ID: 3848706,Manhattan
"235 East 88th Street, 5B - Upper East Side, New York",1995,Rental,1 Bed | 1 Bath,Listing ID: 3854201,Manhattan
"205 West 88th Street, 6G - Lincoln Square, New York",1995,"Rental, Doorman",Studio | 1 Bath,Listing ID: 3879683,Manhattan
"164 Henry Street, 5B - Lower East Side, New York",1995,Multi-Family,1 Bed | 1 Bath,Listing ID: 3877147,Manhattan
"448 E 88th Street, 1A - New York, New York",1995,Rental,Studio | 1 Bath,Listing ID: 5003189,Manhattan
"509 East 73rd Street, 1 - Upper East Side, New York",1995,Rental,Studio | 1 Bath,Listing ID: 3856666,Manhattan
"2371 Second Avenue, 24 - East Harlem, New York",1995,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 475,Manhattan
"247 Wadsworth Avenue, 3G - Washington Heights, New York",1995,Rental,2 Beds | 1 Bath,Listing ID: 3887375,Manhattan
"CL TOWER, 203 East 121st Street, 202 - East Harlem, New York",1995,"Rental, Doorman",Studio | 1 Bath,Listing ID: 3887017,Manhattan
"448 East 88th Street, 1A - Upper East Side, New York",1995,Cooperative,Studio | 1 Bath,Listing ID: 3887069,Manhattan
"228 East 81st Street, 1D - Upper East Side, New York",1995,Rental,Studio | 1 Bath,Listing ID: 3895836,Manhattan
"511 East 73rd Street, 28 - Upper East Side, New York",1995,Rental,1 Bed | 1 Bath,Listing ID: 3895135,Manhattan
"415 East 80th Street, 1H - Upper East Side, New York",1995,Cooperative,Studio | 1 Bath,Listing ID: 3889802,Manhattan
"220 West 122nd Street, 03R - Harlem, New York",1995,Rental,1 Bed | 1 Bath,Listing ID: 3888019,Manhattan
"DUNBAR APARTMENTS, 2816 Eighth Avenue, 1DB - Harlem, New York",1995,Rental,1 Bed | 1 Bath,Listing ID: 3829919,Manhattan
"263 West 113th Street, 1F - Harlem, New York",1995,Rental,Studio | 1 Bath,Listing ID: 3873795,Manhattan
"267 Edgecombe Avenue, 3 - Harlem, New York",1995,Rental,1 Bed | 1 Bath,Listing ID: 3872027,Manhattan
"310 Riverside Drive, 911 - Upper West Side, New York",1995,"Cooperative, Doorman",Studio | 1 Bath,Listing ID: 3848192,Manhattan
"69 Tiemann Pl, 25 - Morningside Heights, New York",1995,Cooperative,1 Bed | 1 Bath,Listing ID: 3753363,Manhattan
"473 West 158th Street, 52 - Washington Heights, New York",1979,Rental,2 Beds | 1 Bath,Listing ID: 3880934,Manhattan
"326 East 74th Street, 5 - Upper East Side, New York",1975,Multi-Family,| 1 Bath,Listing ID: 3827481,Manhattan
"238 East 116TH Street, 1 - Harlem, New York",1975,Rental,Studio | 1 Bath,Approximate Sq. Feet: 400,Manhattan
"431 East 82nd Street, 1A - Upper East Side, New York",1975,Cooperative,Studio | 1 Bath,Listing ID: 3827716,Manhattan
"554 West 50TH Street, 2RW - Chelsea, New York",1975,Rental,1 Bed | 1 Bath,Listing ID: 3809429,Manhattan
"319 East 95th Street, 23 - Upper East Side, New York",1975,Rental,Studio | 1 Bath,Listing ID: 3870283,Manhattan
"152 E 35th Street, 2D - New York, New York",1975,Rental,Studio | 1 Bath,Listing ID: 4984187,Manhattan
"2 Ellwood Street, 5J - Inwood, New York",1975,Multi-Family,1 Bed | 1 Bath,Listing ID: 3891573,Manhattan
"320 East 42nd Street, 1114 - Turtle Bay, New York",1975,"Cooperative, Doorman",Studio | 1 Bath,Listing ID: 3829579,Manhattan
"267 Edgecombe Avenue, 3N - Harlem, New York",1975,Rental,1 Bed | 1 Bath,Listing ID: 3892005,Manhattan
"411 East 118TH Street, 36 - East Harlem, New York",1955,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 475,Manhattan
"411 East 118TH Street, 29 - East Harlem, New York",1955,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 575,Manhattan
"752 Ninth Avenue, 1RN - Clinton, New York",1950,Rental,Studio | 1 Bath,Listing ID: 3846735,Manhattan
"752 Ninth Avenue, 1RS - Clinton, New York",1950,Rental,Studio | 1 Bath,Listing ID: 3846576,Manhattan
"500 1/2 East 84th Street, C4 - Upper East Side, New York",1950,Rental,Studio | 1 Bath,Listing ID: 3867265,Manhattan
"1425 Third Avenue, 4D - Upper East Side, New York",1950,Rental,Studio | 1 Bath,Approximate Sq. Feet: 500,Manhattan
"1153 Third Avenue, 5 - Roosevelt Island, New York",1950,Single Family Townhouse,1 Bed | 1 Bath,Listing ID: 3880051,Manhattan
"53 West 127th Street, 3R - Harlem, New York",1950,Multi-Family,1 Bed | 1 Bath,Listing ID: 3880927,Manhattan
"250 West 72ND Street, 3C - Lincoln Square, New York",1950,Rental,Studio | 1 Bath,Listing ID: 3826046,Manhattan
"2186 Fifth Avenue, 10H - Harlem, New York",1950,"Rental, Doorman",Studio | 1 Bath,Approximate Sq. Feet: 432,Manhattan
"179 East 93rd Street, 3D - Upper East Side, New York",1950,Multi-Family,| 1 Bath,Listing ID: 3587773,Manhattan
"509 W 155th Street, 1G - New York, New York",1950,Rental,1 Bed | 1 Bath,Listing ID: 4986792,Manhattan
"320 East 81st Street, 16 - Upper East Side, New York",1950,Rental,1 Bed | 1 Bath,Listing ID: 3879136,Manhattan
"311 East 60th Street, 2C - Upper East Side, New York",1950,Multi-Family,| 1 Bath,Approximate Sq. Feet: 450,Manhattan
"160 EAST 91 STREET, 160 East 91st Street, 5B - Upper East Side, New York",1950,"Cooperative, Doorman",Studio | 1 Bath,Listing ID: 3887220,Manhattan
"438 East 77th Street, 3B - Upper East Side, New York",1950,Rental,Studio | 1 Bath,Listing ID: 3869246,Manhattan
"152 East 118th Street, 6F - East Harlem, New York",1950,,Studio | 1 Bath,Approximate Sq. Feet: 470,Manhattan
"188 East 75th Street, 1B - Upper East Side, New York",1950,Cooperative,Studio | 1 Bath,Listing ID: 2618360,Manhattan
"28 East 130th Street, 2A - Harlem, New York",1950,Single Family Townhouse,| 1 Bath,Listing ID: 3770460,Manhattan
"444 West 49th Street, 1B - Clinton, New York",1949,Multi-Family,| 1 Bath,Listing ID: 3876390,Manhattan
"2722 Frederick Douglass Boulevard, 4D - Harlem, New York",1925,Multi-Family,1 Bed | 1 Bath,Listing ID: 3848361,Manhattan
"105 West 138th Street, 2D - Harlem, New York",1925,"Multi-Family, Doorman",1 Bed | 1 Bath,Listing ID: 3867544,Manhattan
"707 St Nicholas Avenue, 2E - Hamilton Heights, New York",1925,Multi-Family,| 1 Bath,Listing ID: 3874153,Manhattan
"474 West 146th Street, 4RW - Harlem, New York",1925,Rental,1 Bed | 1 Bath,Listing ID: 3864084,Manhattan
"167 Hester Street, 4R - Little Italy - Chinatown, New York",1925,Condo,Studio | 1 Bath,Listing ID: 3306048,Manhattan
"Prospect Towers, 45 Tudor City Pl, 706 - Murray Hill, New York",1925,"Cooperative, Doorman",Studio | 1 Bath,Listing ID: 3843206,Manhattan
"60 West 142nd Street, 04K - Harlem, New York",1923,Rental,Studio | 1 Bath,Listing ID: 3881668,Manhattan
"22-06 38th Street, 4J - Long Island City, New York",1900,Rental,1 Bed | 1 Bath,Listing ID: 3862193,Manhattan
"102 East 116th Street, 3B - East Harlem, New York",1900,Rental,Studio | 1 Bath,Approximate Sq. Feet: 300,Manhattan
"329 West 51st Street, 1 - Clinton, New York",1900,Condo,Studio | 1 Bath,Listing ID: 3873682,Manhattan
"220 East 36th Street, D5 - Murray Hill, New York",1900,Rental,Studio | 1 Bath,Listing ID: 3892383,Manhattan
"208 East 70th Street, 1G - Upper East Side, New York",1900,Cooperative,Studio | 1 Bath,Approximate Sq. Feet: 350,Manhattan
"COLONIAL MEWS, 323 East 21st Street, 5M - Gramercy - Union Square, New York",1900,Cooperative,Studio | 1 Bath,Approximate Sq. Feet: 380,Manhattan
"236 East 28th Street, 4E - Kips Bay, New York",1900,Cooperative,1 Bed | 1 Bath,Approximate Sq. Feet: 775,Manhattan
"590 West 204th Street, 1B - Inwood, New York",1900,Rental,1 Bed | 1 Bath,Listing ID: 3795018,Manhattan
"570 Ft Washington Avenue, 1A - Washington Heights, New York",1900,Rental,Studio | 1 Bath,Listing ID: 3895856,Manhattan
"326 East 120th Street, 2 - East Harlem, New York",1900,Rental,1 Bed | 1 Bath,Listing ID: 3895433,Manhattan
"161 East 88 Owners Corp., 161 East 88th Street, 1A - Upper East Side, New York",1900,"Cooperative, Doorman",Studio | 1 Bath,Listing ID: 3891653,Manhattan
"530 West 159th Street, 1FW - Washington Heights, New York",1900,Rental,Studio | 1 Bath,Listing ID: 3889937,Manhattan
"635 West 170th Street, BASEMENT - Washington Heights, New York",1898,Rental,1 Bed | 1 Bath,Listing ID: 3858630,Manhattan
"858 West End Avenue, 1B - Upper West Side, New York",1895,Rental,1 Bed | 1 Bath,Listing ID: 3889917,Manhattan
"42 West 138TH Street, 52 - Harlem, New York",1895,Cooperative,1 Bed | 1 Bath,Listing ID: 3862004,Manhattan
"4848 Broadway, C4 - Inwood, New York",1895,Rental,1 Bed | 1 Bath,Listing ID: 3887044,Manhattan
"42 West 138TH Street, 52 - Harlem, New York",1895,Cooperative,1 Bed | 1 Bath,Listing ID: 3862004,Manhattan
"132 West 109th Street, 5D - Upper West Side, New York",1895,Rental,1 Bed | 1 Bath,Listing ID: 3838627,Manhattan
"555 West 152nd Street, 3B - Washington Heights, New York",1895,Multi-Family,1 Bed | 1 Bath,Approximate Sq. Feet: 550,Manhattan
"1372 York Avenue, D - Upper East Side, New York",1895,Rental,2 Beds | 1 Bath,Listing ID: 3867943,Manhattan
"141 West 139th Street, C31 - Harlem, New York",1895,Rental,1 Bed | 1 Bath,Listing ID: 3865432,Manhattan
"420 ST NICHOLAS Avenue, 4A - Harlem, New York",1895,Rental,1 Bed | 1 Bath,Listing ID: 3859977,Manhattan
"618 West 142nd Street, 2D - Inwood, New York",1895,Rental,1 Bed | 1 Bath,Listing ID: 3888767,Manhattan
"317 West 29th Street, 2A - Chelsea, New York",1895,Multi-Family,| 1 Bath,Listing ID: 3899543,Manhattan
"null, 536 West 158TH Street, 53 - Washington Heights, New York",1876,Condo,1 Bed | 1 Bath,Listing ID: 3892399,Manhattan
"235 East 88th Street, 3A - Upper East Side, New York",1875,Rental,Studio | 1 Bath,Listing ID: 3824850,Manhattan
"235 East 88th Street, 3D - Upper East Side, New York",1875,Rental,Studio | 1 Bath,Listing ID: 3824849,Manhattan
"448 East 88th Street, 4C - Upper East Side, New York",1875,Cooperative,Studio | 1 Bath,Listing ID: 3863713,Manhattan
"467 West 164th Street, 4A - Washington Heights, New York",1875,Rental,2 Beds | 1 Bath,Listing ID: 3890523,Manhattan
"235 West 146th Street, A11 - Harlem, New York",1875,Rental,1 Bed | 1 Bath,Listing ID: 3880950,Manhattan
"2371 Second Avenue, 13 - East Harlem, New York",1850,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 575,Manhattan
"201 West 76th Street, 304 - Upper West Side, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3869731,Manhattan
"410 W End Avenue, 6C - New York, New York",1850,Rental,Studio | 1 Bath,Listing ID: 4975610,Manhattan
"340 Amsterdam Avenue, 405 - Upper West Side, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3863511,Manhattan
"340 Amsterdam Avenue, 205 - Upper West Side, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3832816,Manhattan
"340 Amsterdam Avenue, 203 - Upper West Side, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3826338,Manhattan
"143 East 30th Street, 509 - NoMad, New York",1850,Multi-Family,| 1 Bath,Listing ID: 3887654,Manhattan
"238 East 60th Street, 4R - Upper East Side, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3862051,Manhattan
"311 East 105th Street, 54 - East Harlem, New York",1850,,1 Bed | 1 Bath,Listing ID: 3828273,Manhattan
"116 W 117th Street, 2 - New York, New York",1850,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 850,Manhattan
"116 West 117th Street, 2 - Harlem, New York",1850,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 850,Manhattan
"651 W 188th Street, 1P - New York, New York",1850,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 650,Manhattan
"245 East 94th Street, 4E - Upper East Side, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3877734,Manhattan
"169 East 92nd Street, D3 - Carnegie Hill, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3863269,Manhattan
"419 West 56th Street, 1B - Clinton, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3883851,Manhattan
"169 East 92nd Street, D3 - Carnegie Hill, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3863269,Manhattan
"419 West 56th Street, 1B - Clinton, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3883851,Manhattan
"1771-1775 First Avenue, 7 - Upper East Side, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3855578,Manhattan
"CL TOWER, 203 East 121st Street, 503 - East Harlem, New York",1850,"Rental, Doorman",Studio | 1 Bath,Listing ID: 3884255,Manhattan
"415 East 71st Street, D - Upper East Side, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3881930,Manhattan
"143 East 30th Street, 508 - NoMad, New York",1850,Multi-Family,| 1 Bath,Listing ID: 3889000,Manhattan
"469 West 153rd Street, 3D - Washington Heights, New York",1850,Rental,1 Bed | 1 Bath,Listing ID: 3891990,Manhattan
"731 St Nicholas Avenue, 1A - Hamilton Heights, New York",1850,Rental,1 Bed | 1 Bath,Listing ID: 3892951,Manhattan
"107-111 East 102nd Street, 4D - East Harlem, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3880929,Manhattan
"2300 Fifth Avenue, 5R - Harlem, New York",1850,Rental,Studio | 1 Bath,Listing ID: 3880661,Manhattan
"The Rose, 200 Bradhurst Avenue, 35 - Washington Heights, New York",1850,Rental,1 Bed | 1 Bath,Listing ID: 3856035,Manhattan
"507 West 171st Street, 62 - Washington Heights, New York",1850,Rental,1 Bed | 1 Bath,Listing ID: 3872225,Manhattan
"601 West 190th Street, 44 - Inwood, New York",1850,Rental,1 Bed | 1 Bath,Listing ID: 3878926,Manhattan
"368 West 127th Street, 16 - Hamilton Heights, New York",1850,Multi-Family,1 Bed | 1 Bath,Listing ID: 3891868,Manhattan
"220 West 116th Street, E1 - Harlem, New York",1845,Rental,1 Bed | 1 Bath,Listing ID: 3890524,Manhattan
"2308 ADAM C POWELL Boulevard, 2E - Harlem, New York",1834,Rental,1 Bed | 1 Bath,Listing ID: 3844955,Manhattan
"2308 ADAM C POWELL Boulevard, E5 - Harlem, New York",1834,Rental,1 Bed | 1 Bath,Listing ID: 3836036,Manhattan
"648 West 158th Street, 1F - Washington Heights, New York",1833,Multi-Family,| 1 Bath,Listing ID: 3875360,Manhattan
"Lafayette Gardens, 340 Haven Avenue, 6R - Washington Heights, New York",1825,"Cooperative, Doorman",Studio | 1 Bath,Listing ID: 3871533,Manhattan
"201 W 95th Street, 301 - New York, New York",1825,Rental,Studio | 1 Bath,Approximate Sq. Feet: 400,Manhattan
"1431 York Avenue, 1C - Upper East Side, New York",1800,,Studio | 1 Bath,Listing ID: 3710599,Manhattan
"500 1/2 East 84th Street, 5C - Upper East Side, New York",1800,Rental,Studio | 1 Bath,Listing ID: 2165908,Manhattan
"720 West 181ST Street, 30 - Washington Heights, New York",1800,Rental,1 Bed | 1 Bath,Listing ID: 3869302,Manhattan
"2095 Madison Avenue, 2C - Harlem, New York",1800,Rental,1 Bed | 1 Bath,Listing ID: 3780828,Manhattan
"359 West 126th Street, 2A - Harlem, New York",1800,Rental,1 Bed | 1 Bath,Listing ID: 3873898,Manhattan
"561 Lenox Avenue, 49A - Harlem, New York",1800,Rental,1 Bed | 1 Bath,Listing ID: 3883791,Manhattan
"Beaumont Apartments, 730 Riverside Drive, 1BB - Hamilton Heights, New York",1800,"Rental, Doorman",Studio | 1 Bath,Listing ID: 3852855,Manhattan
"560 West 170th Street, 2C - Washington Heights, New York",1800,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 600,Manhattan
"894 Riverside Drive, 2I - Washington Heights, New York",1800,Multi-Family,1 Bed | 1 Bath,Listing ID: 3892460,Manhattan
"151 East 43rd Street, 5A - Midtown, New York",1800,Rental,Studio | 1 Bath,Listing ID: 3877070,Manhattan
"221 East 85th Street, 6 - Upper East Side, New York",1800,Rental,Studio | 1 Bath,Listing ID: 3858748,Manhattan
"128 East 84th Street, 3B - Upper East Side, New York",1800,Rental,Studio | 1 Bath,Listing ID: 3893731,Manhattan
"605 West 179th Street, 7 - Washington Heights, New York",1795,Condo,1 Bed | 1 Bath,Listing ID: 3863602,Manhattan
"1883 Amsterdam Avenue, 5C - Washington Heights, New York",1795,Multi-Family,1 Bed | 1 Bath,Listing ID: 3871773,Manhattan
"169 Morningside Avenue, 2B - Morningside Heights, New York",1795,Rental,1 Bed | 1 Bath,Listing ID: 3880676,Manhattan
"515 West 171st Street, 53 - Washington Heights, New York",1795,Rental,1 Bed | 1 Bath,Listing ID: 3786035,Manhattan
"Sylvia, The, 196 Bradhurst Avenue, 39 - Washington Heights, New York",1795,Rental,1 Bed | 1 Bath,Listing ID: 3818895,Manhattan
"328 East 77th Street, 2A - Upper East Side, New York",1775,Cooperative,Studio | 1 Bath,Listing ID: 3823646,Manhattan
"328 E 77th Street, 2A - New York, New York",1775,Rental,Studio | 1 Bath,Listing ID: 4972532,Manhattan
"34 Hillside Avenue, 3D - Inwood, New York",1775,Rental,Studio | 1 Bath,Listing ID: 3891575,Manhattan
"555 West 152nd Street, 3A - Washington Heights, New York",1775,Multi-Family,1 Bed | 1 Bath,Approximate Sq. Feet: 550,Manhattan
"561 Lenox Avenue, 34A - Harlem, New York",1750,Rental,1 Bed | 1 Bath,Listing ID: 3881706,Manhattan
"523 West 156th Street, 3D - Washington Heights, New York",1750,Rental,1 Bed | 1 Bath,Listing ID: 3816510,Manhattan
"310 West 20th Street, A2 - Chelsea, New York",1750,Multi-Family,| 1 Bath,Listing ID: 3872048,Manhattan
"310 West 20th Street, D9 - Chelsea, New York",1750,Multi-Family,| 1 Bath,Listing ID: 3872041,Manhattan
"142 East 27TH Street, 3 - Murray Hill, New York",1750,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 400,Manhattan
"WINDSOR TOWER, 5 Tudor City Pl, 417 - Murray Hill, New York",1750,"Cooperative, Doorman",Studio | 1 Bath,Listing ID: 3895607,Manhattan
"2 Ellwood Street, 3R - Washington Heights, New York",1750,Rental,1 Bed | 1 Bath,Listing ID: 3891574,Manhattan
"652 W 189th Street, 4N - Brooklyn, New York",1725,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 600,Manhattan
"638 West 160th Street, 1F - Washington Heights, New York",1705,Rental,1 Bed | 1 Bath,Listing ID: 3886768,Manhattan
"14 Broadway Terrace, B - Washington Heights, New York",1700,Rental,1 Bed | 1 Bath,Listing ID: 3758205,Manhattan
"579 W 215 St, 6 D - Out Of Area Town, New York",1700,Rental,Studio | 1 Bath,Listing ID: 3112706,Manhattan
"344 West 145th Street, C - Harlem, New York",1700,Rental,Studio | 1 Bath,Listing ID: 3858644,Manhattan
"386 Ft Washington Avenue, 6C - Washington Heights, New York",1700,Rental,Studio | 1 Bath,Listing ID: 3872067,Manhattan
"243 East 81st Street, 6E - Upper East Side, New York",1700,Rental,Studio | 1 Bath,Listing ID: 3885249,Manhattan
"247 West 63rd Street, 5D - Lincoln Square, New York",1700,Rental,Studio | 1 Bath,Listing ID: 3821040,Manhattan
"220 East 84th Street, 5C - Roosevelt Island, New York",1700,Rental,1 Bed | 1 Bath,Listing ID: 3866048,Manhattan
"122 West 137th Street, 3B - Harlem, New York",1700,Rental,1 Bed | 1 Bath,Listing ID: 3858354,Manhattan
"166 West 129th Street, 31 - Harlem, New York",1700,Rental,Studio | 1 Bath,Listing ID: 3873487,Manhattan
"260 West 135th Street, 1D - Harlem, New York",1700,Rental,Studio | 1 Bath,Listing ID: 3836083,Manhattan
"541 West 156th Street, B1 - Washington Heights, New York",1700,Rental,Studio | 1 Bath,Listing ID: 3865239,Manhattan
"245 West 51st Street, 712 - Midtown, New York",1700,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3892719,Manhattan
"725 West 184th St, 6E - Washington Heights, New York",1695,Rental,Studio | 1 Bath,Listing ID: 3682990,Manhattan
"4300 Broadway, 6C - Washington Heights, New York",1695,Rental,Studio | 1 Bath,Listing ID: 3881843,Manhattan
